new_series_id,new_area_code,measure_code,measure_text,region
LAUCS251677500000003,CS2516775000000,3,unemployment rate,Dennis
LAUCS251677500000004,CS2516775000000,4,unemployment,Dennis
LAUCS251677500000005,CS2516775000000,5,employment,Dennis
LAUCS251677500000006,CS2516775000000,6,labor force,Dennis
LAUCS251929500000003,CS2519295000000,3,unemployment rate,Eastham
LAUCS251929500000004,CS2519295000000,4,unemployment,Eastham
LAUCS251929500000005,CS2519295000000,5,employment,Eastham
LAUCS251929500000006,CS2519295000000,6,labor force,Eastham
LAUCS252310500000003,CS2523105000000,3,unemployment rate,Falmouth
LAUCS252310500000004,CS2523105000000,4,unemployment,Falmouth
LAUCS252310500000005,CS2523105000000,5,employment,Falmouth
LAUCS252310500000006,CS2523105000000,6,labor force,Falmouth
LAUCS252902000000003,CS2529020000000,3,unemployment rate,Harwich
LAUCS252902000000004,CS2529020000000,4,unemployment,Harwich
LAUCS252902000000005,CS2529020000000,5,employment,Harwich
LAUCS252902000000006,CS2529020000000,6,labor force,Harwich
LAUCS253910000000003,CS2539100000000,3,unemployment rate,Mashpee
LAUCS253910000000004,CS2539100000000,4,unemployment,Mashpee
LAUCS253910000000005,CS2539100000000,5,employment,Mashpee
LAUCS253910000000006,CS2539100000000,6,labor force,Mashpee
LAUCS255144000000003,CS2551440000000,3,unemployment rate,Orleans
LAUCS255144000000004,CS2551440000000,4,unemployment,Orleans
LAUCS255144000000005,CS2551440000000,5,employment,Orleans
LAUCS255144000000006,CS2551440000000,6,labor force,Orleans
LAUCS255550000000003,CS2555500000000,3,unemployment rate,Provincetown
LAUCS255550000000004,CS2555500000000,4,unemployment,Provincetown
LAUCS255550000000005,CS2555500000000,5,employment,Provincetown
LAUCS255550000000006,CS2555500000000,6,labor force,Provincetown
LAUCS255973500000003,CS2559735000000,3,unemployment rate,Sandwich
LAUCS255973500000004,CS2559735000000,4,unemployment,Sandwich
LAUCS255973500000005,CS2559735000000,5,employment,Sandwich
LAUCS255973500000006,CS2559735000000,6,labor force,Sandwich
LAUCS257060500000003,CS2570605000000,3,unemployment rate,Truro
LAUCS257060500000004,CS2570605000000,4,unemployment,Truro
LAUCS257060500000005,CS2570605000000,5,employment,Truro
LAUCS257060500000006,CS2570605000000,6,labor force,Truro
LAUCS257438500000003,CS2574385000000,3,unemployment rate,Wellfleet
LAUCS257438500000004,CS2574385000000,4,unemployment,Wellfleet
LAUCS257438500000005,CS2574385000000,5,employment,Wellfleet
LAUCS257438500000006,CS2574385000000,6,labor force,Wellfleet
LAUCS258252500000003,CS2582525000000,3,unemployment rate,Yarmouth
LAUCS258252500000004,CS2582525000000,4,unemployment,Yarmouth
LAUCS258252500000005,CS2582525000000,5,employment,Yarmouth
LAUCS258252500000006,CS2582525000000,6,labor force,Yarmouth
LAUCS250038000000003,CS2500380000000,3,unemployment rate,Acton
LAUCS250038000000004,CS2500380000000,4,unemployment,Acton
LAUCS250038000000005,CS2500380000000,5,employment,Acton
LAUCS250038000000006,CS2500380000000,6,labor force,Acton
LAUCS250213000000003,CS2502130000000,3,unemployment rate,Ashland
LAUCS250213000000004,CS2502130000000,4,unemployment,Ashland
LAUCS250213000000005,CS2502130000000,5,employment,Ashland
LAUCS250213000000006,CS2502130000000,6,labor force,Ashland
LAUCS250461500000003,CS2504615000000,3,unemployment rate,Bedford
LAUCS250461500000004,CS2504615000000,4,unemployment,Bedford
LAUCS250461500000005,CS2504615000000,5,employment,Bedford
LAUCS250461500000006,CS2504615000000,6,labor force,Bedford
LAUCS250493000000003,CS2504930000000,3,unemployment rate,Bellingham
LAUCS250493000000004,CS2504930000000,4,unemployment,Bellingham
LAUCS250493000000005,CS2504930000000,5,employment,Bellingham
LAUCS250493000000006,CS2504930000000,6,labor force,Bellingham
LAUCT250559500000003,CT2505595000000,3,unemployment rate,Beverly
LAUCT250559500000004,CT2505595000000,4,unemployment,Beverly
LAUCT250559500000005,CT2505595000000,5,employment,Beverly
LAUCT250559500000006,CT2505595000000,6,labor force,Beverly
LAUCS250735000000003,CS2507350000000,3,unemployment rate,Boxborough
LAUCS250735000000004,CS2507350000000,4,unemployment,Boxborough
LAUCS250735000000005,CS2507350000000,5,employment,Boxborough
LAUCS250735000000006,CS2507350000000,6,labor force,Boxborough
LAUCS250742000000003,CS2507420000000,3,unemployment rate,Boxford
LAUCS250742000000004,CS2507420000000,4,unemployment,Boxford
LAUCS250742000000005,CS2507420000000,5,employment,Boxford
LAUCS250742000000006,CS2507420000000,6,labor force,Boxford
LAUCT250774000000003,CT2507740000000,3,unemployment rate,Braintree
LAUCT250774000000004,CT2507740000000,4,unemployment,Braintree
LAUCT250774000000005,CT2507740000000,5,employment,Braintree
LAUCT250774000000006,CT2507740000000,6,labor force,Braintree
LAUCS250984000000003,CS2509840000000,3,unemployment rate,Burlington
LAUCS250984000000004,CS2509840000000,4,unemployment,Burlington
LAUCS250984000000005,CS2509840000000,5,employment,Burlington
LAUCS250984000000006,CS2509840000000,6,labor force,Burlington
LAUCS251131500000003,CS2511315000000,3,unemployment rate,Canton
LAUCS251131500000004,CS2511315000000,4,unemployment,Canton
LAUCS251131500000005,CS2511315000000,5,employment,Canton
LAUCS251131500000006,CS2511315000000,6,labor force,Canton
LAUCS251152500000003,CS2511525000000,3,unemployment rate,Carlisle
LAUCS251152500000004,CS2511525000000,4,unemployment,Carlisle
LAUCS251152500000005,CS2511525000000,5,employment,Carlisle
LAUCS251152500000006,CS2511525000000,6,labor force,Carlisle
LAUCT251320500000003,CT2513205000000,3,unemployment rate,Chelsea
LAUCT251320500000004,CT2513205000000,4,unemployment,Chelsea
LAUCT251320500000005,CT2513205000000,5,employment,Chelsea
LAUCT251320500000006,CT2513205000000,6,labor force,Chelsea
LAUCS251464000000003,CS2514640000000,3,unemployment rate,Cohasset
LAUCS251464000000004,CS2514640000000,4,unemployment,Cohasset
LAUCS251464000000005,CS2514640000000,5,employment,Cohasset
LAUCS251464000000006,CS2514640000000,6,labor force,Cohasset
LAUCS251506000000003,CS2515060000000,3,unemployment rate,Concord
LAUCS251506000000004,CS2515060000000,4,unemployment,Concord
LAUCS251506000000005,CS2515060000000,5,employment,Concord
LAUCS251506000000006,CS2515060000000,6,labor force,Concord
LAUCS251625000000003,CS2516250000000,3,unemployment rate,Danvers
LAUCS251625000000004,CS2516250000000,4,unemployment,Danvers
LAUCS251625000000005,CS2516250000000,5,employment,Danvers
LAUCS251625000000006,CS2516250000000,6,labor force,Danvers
LAUCS251649500000003,CS2516495000000,3,unemployment rate,Dedham
LAUCS251649500000004,CS2516495000000,4,unemployment,Dedham
LAUCS251649500000005,CS2516495000000,5,employment,Dedham
LAUCS251649500000006,CS2516495000000,6,labor force,Dedham
LAUCS251740500000003,CS2517405000000,3,unemployment rate,Dover
LAUCS251740500000004,CS2517405000000,4,unemployment,Dover
LAUCS251740500000005,CS2517405000000,5,employment,Dover
LAUCS251740500000006,CS2517405000000,6,labor force,Dover
LAUCS251789500000003,CS2517895000000,3,unemployment rate,Duxbury
LAUCS251789500000004,CS2517895000000,4,unemployment,Duxbury
LAUCS251789500000005,CS2517895000000,5,employment,Duxbury
LAUCS251789500000006,CS2517895000000,6,labor force,Duxbury
LAUCT252199000000003,CT2521990000000,3,unemployment rate,Everett
LAUCT252199000000004,CT2521990000000,4,unemployment,Everett
LAUCT252199000000005,CT2521990000000,5,employment,Everett
LAUCT252199000000006,CT2521990000000,6,labor force,Everett
LAUCS252482000000003,CS2524820000000,3,unemployment rate,Foxborough
LAUCS252482000000004,CS2524820000000,4,unemployment,Foxborough
LAUCS252482000000005,CS2524820000000,5,employment,Foxborough
LAUCS252482000000006,CS2524820000000,6,labor force,Foxborough
LAUCT252517200000003,CT2525172000000,3,unemployment rate,Franklin
LAUCT252517200000004,CT2525172000000,4,unemployment,Franklin
LAUCT252517200000005,CT2525172000000,5,employment,Franklin
LAUCT252517200000006,CT2525172000000,6,labor force,Franklin
LAUCS252790000000003,CS2527900000000,3,unemployment rate,Hamilton
LAUCS252790000000004,CS2527900000000,4,unemployment,Hamilton
LAUCS252790000000005,CS2527900000000,5,employment,Hamilton
LAUCS252790000000006,CS2527900000000,6,labor force,Hamilton
LAUCS252828500000003,CS2528285000000,3,unemployment rate,Hanover
LAUCS252828500000004,CS2528285000000,4,unemployment,Hanover
LAUCS252828500000005,CS2528285000000,5,employment,Hanover
LAUCS252828500000006,CS2528285000000,6,labor force,Hanover
LAUCS253021000000003,CS2530210000000,3,unemployment rate,Hingham
LAUCS253021000000004,CS2530210000000,4,unemployment,Hingham
LAUCS253021000000005,CS2530210000000,5,employment,Hingham
LAUCS253021000000006,CS2530210000000,6,labor force,Hingham
LAUCS253045500000003,CS2530455000000,3,unemployment rate,Holbrook
LAUCS253045500000004,CS2530455000000,4,unemployment,Holbrook
LAUCS253045500000005,CS2530455000000,5,employment,Holbrook
LAUCS253045500000006,CS2530455000000,6,labor force,Holbrook
LAUCS253070000000003,CS2530700000000,3,unemployment rate,Holliston
LAUCS253070000000004,CS2530700000000,4,unemployment,Holliston
LAUCS253070000000005,CS2530700000000,5,employment,Holliston
LAUCS253070000000006,CS2530700000000,6,labor force,Holliston
LAUCS253164500000003,CS2531645000000,3,unemployment rate,Hull
LAUCS253164500000004,CS2531645000000,4,unemployment,Hull
LAUCS253164500000005,CS2531645000000,5,employment,Hull
LAUCS253164500000006,CS2531645000000,6,labor force,Hull
LAUCS253322000000003,CS2533220000000,3,unemployment rate,Kingston
LAUCS253322000000004,CS2533220000000,4,unemployment,Kingston
LAUCS253322000000005,CS2533220000000,5,employment,Kingston
LAUCS253322000000006,CS2533220000000,6,labor force,Kingston
LAUCS253521500000003,CS2535215000000,3,unemployment rate,Lexington
LAUCS253521500000004,CS2535215000000,4,unemployment,Lexington
LAUCS253521500000005,CS2535215000000,5,employment,Lexington
LAUCS253521500000006,CS2535215000000,6,labor force,Lexington
LAUCS253542500000003,CS2535425000000,3,unemployment rate,Lincoln
LAUCS253542500000004,CS2535425000000,4,unemployment,Lincoln
LAUCS253542500000005,CS2535425000000,5,employment,Lincoln
LAUCS253542500000006,CS2535425000000,6,labor force,Lincoln
LAUCS253756000000003,CS2537560000000,3,unemployment rate,Lynnfield
LAUCS253756000000004,CS2537560000000,4,unemployment,Lynnfield
LAUCS253756000000005,CS2537560000000,5,employment,Lynnfield
LAUCS253756000000006,CS2537560000000,6,labor force,Lynnfield
LAUCS253799500000003,CS2537995000000,3,unemployment rate,Manchester-by-the-Sea
LAUCS253799500000004,CS2537995000000,4,unemployment,Manchester-by-the-Sea
LAUCS253799500000005,CS2537995000000,5,employment,Manchester-by-the-Sea
LAUCS253799500000006,CS2537995000000,6,labor force,Manchester-by-the-Sea
LAUCS253840000000003,CS2538400000000,3,unemployment rate,Marblehead
LAUCS253840000000004,CS2538400000000,4,unemployment,Marblehead
LAUCS253840000000005,CS2538400000000,5,employment,Marblehead
LAUCS253840000000006,CS2538400000000,6,labor force,Marblehead
LAUCS253885500000003,CS2538855000000,3,unemployment rate,Marshfield
LAUCS253885500000004,CS2538855000000,4,unemployment,Marshfield
LAUCS253885500000005,CS2538855000000,5,employment,Marshfield
LAUCS253885500000006,CS2538855000000,6,labor force,Marshfield
LAUCS253976500000003,CS2539765000000,3,unemployment rate,Medfield
LAUCS253976500000004,CS2539765000000,4,unemployment,Medfield
LAUCS253976500000005,CS2539765000000,5,employment,Medfield
LAUCS253976500000006,CS2539765000000,6,labor force,Medfield
LAUCS253997500000003,CS2539975000000,3,unemployment rate,Medway
LAUCS253997500000004,CS2539975000000,4,unemployment,Medway
LAUCS253997500000005,CS2539975000000,5,employment,Medway
LAUCS253997500000006,CS2539975000000,6,labor force,Medway
LAUCT254011500000003,CT2540115000000,3,unemployment rate,Melrose
LAUCT254011500000004,CT2540115000000,4,unemployment,Melrose
LAUCT254011500000005,CT2540115000000,5,employment,Melrose
LAUCT254011500000006,CT2540115000000,6,labor force,Melrose
LAUCS254109500000003,CS2541095000000,3,unemployment rate,Middleton
LAUCS254109500000004,CS2541095000000,4,unemployment,Middleton
LAUCS254109500000005,CS2541095000000,5,employment,Middleton
LAUCS254109500000006,CS2541095000000,6,labor force,Middleton
LAUCS254151500000003,CS2541515000000,3,unemployment rate,Millis
LAUCS254151500000004,CS2541515000000,4,unemployment,Millis
LAUCS254151500000005,CS2541515000000,5,employment,Millis
LAUCS254151500000006,CS2541515000000,6,labor force,Millis
LAUCS254169000000003,CS2541690000000,3,unemployment rate,Milton
LAUCS254169000000004,CS2541690000000,4,unemployment,Milton
LAUCS254169000000005,CS2541690000000,5,employment,Milton
LAUCS254169000000006,CS2541690000000,6,labor force,Milton
LAUCS254358000000003,CS2543580000000,3,unemployment rate,Nahant
LAUCS254358000000004,CS2543580000000,4,unemployment,Nahant
LAUCS254358000000005,CS2543580000000,5,employment,Nahant
LAUCS254358000000006,CS2543580000000,6,labor force,Nahant
LAUCS254389500000003,CS2543895000000,3,unemployment rate,Natick
LAUCS254389500000004,CS2543895000000,4,unemployment,Natick
LAUCS254389500000005,CS2543895000000,5,employment,Natick
LAUCS254389500000006,CS2543895000000,6,labor force,Natick
LAUCS254410500000003,CS2544105000000,3,unemployment rate,Needham
LAUCS254410500000004,CS2544105000000,4,unemployment,Needham
LAUCS254410500000005,CS2544105000000,5,employment,Needham
LAUCS254410500000006,CS2544105000000,6,labor force,Needham
LAUCS254605000000003,CS2546050000000,3,unemployment rate,Norfolk
LAUCS254605000000004,CS2546050000000,4,unemployment,Norfolk
LAUCS254605000000005,CS2546050000000,5,employment,Norfolk
LAUCS254605000000006,CS2546050000000,6,labor force,Norfolk
LAUCS254895500000003,CS2548955000000,3,unemployment rate,North Reading
LAUCS254895500000004,CS2548955000000,4,unemployment,North Reading
LAUCS254895500000005,CS2548955000000,5,employment,North Reading
LAUCS254895500000006,CS2548955000000,6,labor force,North Reading
LAUCS255014500000003,CS2550145000000,3,unemployment rate,Norwell
LAUCS255014500000004,CS2550145000000,4,unemployment,Norwell
LAUCS255014500000005,CS2550145000000,5,employment,Norwell
LAUCS255014500000006,CS2550145000000,6,labor force,Norwell
LAUCS255025000000003,CS2550250000000,3,unemployment rate,Norwood
LAUCS255025000000004,CS2550250000000,4,unemployment,Norwood
LAUCS255025000000005,CS2550250000000,5,employment,Norwood
LAUCS255025000000006,CS2550250000000,6,labor force,Norwood
LAUCT255249000000003,CT2552490000000,3,unemployment rate,Peabody
LAUCT255249000000004,CT2552490000000,4,unemployment,Peabody
LAUCT255249000000005,CT2552490000000,5,employment,Peabody
LAUCT255249000000006,CT2552490000000,6,labor force,Peabody
LAUCS255263000000003,CS2552630000000,3,unemployment rate,Pembroke
LAUCS255263000000004,CS2552630000000,4,unemployment,Pembroke
LAUCS255263000000005,CS2552630000000,5,employment,Pembroke
LAUCS255263000000006,CS2552630000000,6,labor force,Pembroke
LAUCS255595500000003,CS2555955000000,3,unemployment rate,Randolph
LAUCS255595500000004,CS2555955000000,4,unemployment,Randolph
LAUCS255595500000005,CS2555955000000,5,employment,Randolph
LAUCS255595500000006,CS2555955000000,6,labor force,Randolph
LAUCS255613000000003,CS2556130000000,3,unemployment rate,Reading
LAUCS255613000000004,CS2556130000000,4,unemployment,Reading
LAUCS255613000000005,CS2556130000000,5,employment,Reading
LAUCS255613000000006,CS2556130000000,6,labor force,Reading
LAUCT255658500000003,CT2556585000000,3,unemployment rate,Revere
LAUCT255658500000004,CT2556585000000,4,unemployment,Revere
LAUCT255658500000005,CT2556585000000,5,employment,Revere
LAUCT255658500000006,CT2556585000000,6,labor force,Revere
LAUCS255777500000003,CS2557775000000,3,unemployment rate,Rockland
LAUCS255777500000004,CS2557775000000,4,unemployment,Rockland
LAUCS255777500000005,CS2557775000000,5,employment,Rockland
LAUCS255777500000006,CS2557775000000,6,labor force,Rockland
LAUCT255910500000003,CT2559105000000,3,unemployment rate,Salem
LAUCT255910500000004,CT2559105000000,4,unemployment,Salem
LAUCT255910500000005,CT2559105000000,5,employment,Salem
LAUCT255910500000006,CT2559105000000,6,labor force,Salem
LAUCS256001500000003,CS2560015000000,3,unemployment rate,Saugus
LAUCS256001500000004,CS2560015000000,4,unemployment,Saugus
LAUCS256001500000005,CS2560015000000,5,employment,Saugus
LAUCS256001500000006,CS2560015000000,6,labor force,Saugus
LAUCS256033000000003,CS2560330000000,3,unemployment rate,Scituate
LAUCS256033000000004,CS2560330000000,4,unemployment,Scituate
LAUCS256033000000005,CS2560330000000,5,employment,Scituate
LAUCS256033000000006,CS2560330000000,6,labor force,Scituate
LAUCS256078500000003,CS2560785000000,3,unemployment rate,Sharon
LAUCS256078500000004,CS2560785000000,4,unemployment,Sharon
LAUCS256078500000005,CS2560785000000,5,employment,Sharon
LAUCS256078500000006,CS2560785000000,6,labor force,Sharon
LAUCS256138000000003,CS2561380000000,3,unemployment rate,Sherborn
LAUCS256138000000004,CS2561380000000,4,unemployment,Sherborn
LAUCS256138000000005,CS2561380000000,5,employment,Sherborn
LAUCS256138000000006,CS2561380000000,6,labor force,Sherborn
LAUCS256766500000003,CS2567665000000,3,unemployment rate,Stoneham
LAUCS256766500000004,CS2567665000000,4,unemployment,Stoneham
LAUCS256766500000005,CS2567665000000,5,employment,Stoneham
LAUCS256766500000006,CS2567665000000,6,labor force,Stoneham
LAUCS256826000000003,CS2568260000000,3,unemployment rate,Sudbury
LAUCS256826000000004,CS2568260000000,4,unemployment,Sudbury
LAUCS256826000000005,CS2568260000000,5,employment,Sudbury
LAUCS256826000000006,CS2568260000000,6,labor force,Sudbury
LAUCS256864500000003,CS2568645000000,3,unemployment rate,Swampscott
LAUCS256864500000004,CS2568645000000,4,unemployment,Swampscott
LAUCS256864500000005,CS2568645000000,5,employment,Swampscott
LAUCS256864500000006,CS2568645000000,6,labor force,Swampscott
LAUCS257015000000003,CS2570150000000,3,unemployment rate,Topsfield
LAUCS257015000000004,CS2570150000000,4,unemployment,Topsfield
LAUCS257015000000005,CS2570150000000,5,employment,Topsfield
LAUCS257015000000006,CS2570150000000,6,labor force,Topsfield
LAUCS257221500000003,CS2572215000000,3,unemployment rate,Wakefield
LAUCS257221500000004,CS2572215000000,4,unemployment,Wakefield
LAUCS257221500000005,CS2572215000000,5,employment,Wakefield
LAUCS257221500000006,CS2572215000000,6,labor force,Wakefield
LAUCS257249500000003,CS2572495000000,3,unemployment rate,Walpole
LAUCS257249500000004,CS2572495000000,4,unemployment,Walpole
LAUCS257249500000005,CS2572495000000,5,employment,Walpole
LAUCS257249500000006,CS2572495000000,6,labor force,Walpole
LAUCS257379000000003,CS2573790000000,3,unemployment rate,Wayland
LAUCS257379000000004,CS2573790000000,4,unemployment,Wayland
LAUCS257379000000005,CS2573790000000,5,employment,Wayland
LAUCS257379000000006,CS2573790000000,6,labor force,Wayland
LAUCS257417500000003,CS2574175000000,3,unemployment rate,Wellesley
LAUCS257417500000004,CS2574175000000,4,unemployment,Wellesley
LAUCS257417500000005,CS2574175000000,5,employment,Wellesley
LAUCS257417500000006,CS2574175000000,6,labor force,Wellesley
LAUCS257459500000003,CS2574595000000,3,unemployment rate,Wenham
LAUCS257459500000004,CS2574595000000,4,unemployment,Wenham
LAUCS257459500000005,CS2574595000000,5,employment,Wenham
LAUCS257459500000006,CS2574595000000,6,labor force,Wenham
LAUCS257725500000003,CS2577255000000,3,unemployment rate,Weston
LAUCS257725500000004,CS2577255000000,4,unemployment,Weston
LAUCS257725500000005,CS2577255000000,5,employment,Weston
LAUCS257725500000006,CS2577255000000,6,labor force,Weston
LAUCS257869000000003,CS2578690000000,3,unemployment rate,Westwood
LAUCS257869000000004,CS2578690000000,4,unemployment,Westwood
LAUCS257869000000005,CS2578690000000,5,employment,Westwood
LAUCS257869000000006,CS2578690000000,6,labor force,Westwood
LAUCS258023000000003,CS2580230000000,3,unemployment rate,Wilmington
LAUCS258023000000004,CS2580230000000,4,unemployment,Wilmington
LAUCS258023000000005,CS2580230000000,5,employment,Wilmington
LAUCS258023000000006,CS2580230000000,6,labor force,Wilmington
LAUCS258051000000003,CS2580510000000,3,unemployment rate,Winchester
LAUCS258051000000004,CS2580510000000,4,unemployment,Winchester
LAUCS258051000000005,CS2580510000000,5,employment,Winchester
LAUCS258051000000006,CS2580510000000,6,labor force,Winchester
LAUCT258100500000003,CT2581005000000,3,unemployment rate,Winthrop
LAUCT258100500000004,CT2581005000000,4,unemployment,Winthrop
LAUCT258100500000005,CT2581005000000,5,employment,Winthrop
LAUCT258100500000006,CT2581005000000,6,labor force,Winthrop
LAUCT258103500000003,CT2581035000000,3,unemployment rate,Woburn
LAUCT258103500000004,CT2581035000000,4,unemployment,Woburn
LAUCT258103500000005,CT2581035000000,5,employment,Woburn
LAUCT258103500000006,CT2581035000000,6,labor force,Woburn
LAUCS258231500000003,CS2582315000000,3,unemployment rate,Wrentham
LAUCS258231500000004,CS2582315000000,4,unemployment,Wrentham
LAUCS258231500000005,CS2582315000000,5,employment,Wrentham
LAUCS258231500000006,CS2582315000000,6,labor force,Wrentham
LAUCS252779500000003,CS2527795000000,3,unemployment rate,Halifax
LAUCS252779500000004,CS2527795000000,4,unemployment,Halifax
LAUCS252779500000005,CS2527795000000,5,employment,Halifax
LAUCS252779500000006,CS2527795000000,6,labor force,Halifax
LAUCS251439500000003,CS2514395000000,3,unemployment rate,Clinton
LAUCS251439500000004,CS2514395000000,4,unemployment,Clinton
LAUCS251439500000005,CS2514395000000,5,employment,Clinton
LAUCS251439500000006,CS2514395000000,6,labor force,Clinton
LAUCS253416500000003,CS2534165000000,3,unemployment rate,Lancaster
LAUCS253416500000004,CS2534165000000,4,unemployment,Lancaster
LAUCS253416500000005,CS2534165000000,5,employment,Lancaster
LAUCS253416500000006,CS2534165000000,6,labor force,Lancaster
LAUCS251380000000003,CS2513800000000,3,unemployment rate,Chilmark
LAUCS251380000000004,CS2513800000000,4,unemployment,Chilmark
LAUCS251380000000005,CS2513800000000,5,employment,Chilmark
LAUCS251380000000006,CS2513800000000,6,labor force,Chilmark
LAUCS252115000000003,CS2521150000000,3,unemployment rate,Edgartown
LAUCS252115000000004,CS2521150000000,4,unemployment,Edgartown
LAUCS252115000000005,CS2521150000000,5,employment,Edgartown
LAUCS252115000000006,CS2521150000000,6,labor force,Edgartown
LAUCS250158500000003,CS2501585000000,3,unemployment rate,Aquinnah
LAUCS250158500000004,CS2501585000000,4,unemployment,Aquinnah
LAUCS250158500000005,CS2501585000000,5,employment,Aquinnah
LAUCS250158500000006,CS2501585000000,6,labor force,Aquinnah
LAUCS252632500000003,CS2526325000000,3,unemployment rate,Gosnold
LAUCS252632500000004,CS2526325000000,4,unemployment,Gosnold
LAUCS252632500000005,CS2526325000000,5,employment,Gosnold
LAUCS252632500000006,CS2526325000000,6,labor force,Gosnold
LAUCS255039000000003,CS2550390000000,3,unemployment rate,Oak Bluffs
LAUCS255039000000004,CS2550390000000,4,unemployment,Oak Bluffs
